id,hip,hd,hr,gl,bf,proper,dist,mag,absmag,spect,ci,x,y,z,bayer,flam,con,comp,comp_primary,base,lum,var
0,,,,,,Sol,0,-1,4.85,G2V,0.656,5.00E-06,0,0,,,,1,0,,1,
1,88,224834,9081,,Tau Phe,,181.8182,5.71,-0.588,G8III,0.911,119.736878,0.562356,-136.823418,Tau,,Phe,1,88,,149.6924857,
2,122,224889,9084,,The Oct,,66.5779,4.78,0.663,K2III,1.254,14.902031,0.103716,-64.888859,The,,Oct,1,122,,47.29334149,
3,145,224926,9087,,29    Psc,,139.2758,5.13,-0.589,B7III-IV,-0.128,139.077212,1.106982,-7.355907,,29,Psc,1,145,,149.8304211,
4,154,224935,9089,,30    Psc,,132.4503,4.37,-1.24,M3III,1.631,131.716394,1.126662,-13.877167,,30,Psc,1,154,,272.8977783,YY
5,171,224930,9088,Gl 914A,85    Peg,,12.1699,5.8,5.374,G3V,0.69,10.834733,0.102555,5.540428,,85,Peg,1,171,Gl 914,0.617163168,
6,183,224990,9091,,Zet Scl,,154.0832,5.04,-0.899,B4V,-0.15,133.807455,1.36158,-76.389577,Zet,,Scl,1,183,,199.3425456,
7,186,224995,9092,,31    Psc,,122.8501,6.33,0.883,A6V,0.182,121.345487,1.272247,19.126563,,31,Psc,1,186,,38.61890894,
8,194,225003,9093,,32    Psc,,36.9004,5.7,2.865,F0V,0.315,36.494389,0.397318,5.44498,,32,Psc,1,194,,6.223002852,
9,301,225132,9098,,2    Cet,,83.4725,4.55,-0.058,B9IVn,-0.047,79.670013,1.300177,-24.872663,,2,Cet,1,300,,91.87556017,
10,330,225180,9100,,9    Cas,,100000,5.9,-14.1,A1III,0.274,46495.3549,857.790357,88529.35184,,9,Cas,1,330,,38018939.63,
11,355,225212,9103,,3    Cet,,641.0256,4.99,-4.044,K3Ibvar,1.619,630.150175,12.379991,-116.922329,,3,Cet,1,355,,3610.771451,
12,443,28,3,,33    Psc,,39.4945,4.61,1.627,K1III,1.029,39.287997,0.914841,-3.927804,,33,Psc,1,441,,19.46256159,BC
13,476,87,4,,86    Peg,,114.2857,5.55,0.26,G5III,0.901,111.141705,2.764456,26.478222,,86,Peg,1,475,,68.54882265,
14,531,144,7,,10    Cas,,265.9574,5.57,-1.554,B9III,-0.023,115.723206,3.253833,239.438695,,10,Cas,1,530,,364.4181508,
15,677,358,15,,21Alp And,Alpheratz,29.7442,2.07,-0.297,B9p,-0.038,25.974572,0.951042,14.461264,Alp,21,And,1,676,,114.4985535,Alp
16,729,448,22,,87    Peg,,87.4126,5.57,0.862,G9III,1.043,82.969037,3.274515,27.319281,,87,Peg,1,727,,39.37313537,
17,746,432,21,Gl 8,11Bet Cas,Caph,16.7842,2.28,1.155,F2III-IV,0.38,8.600014,0.344589,14.409503,Bet,11,Cas,1,744,,30.06076303,Bet
18,761,493,24,,Kap1Scl,,77.4593,5.42,0.975,F3V,0.414,68.343305,2.790097,-36.350566,Kap-1,,Scl,1,759,,35.48133892,
19,765,496,25,Gl 9.1,Eps Phe,,44.2087,3.88,0.652,K0III,1.013,30.82377,1.266396,-31.665333,Eps,,Phe,1,763,,47.77492347,
20,813,560,26,,34    Psc,,93.633,5.54,0.683,B9V,-0.064,91.778975,4.021883,18.099895,,34,Psc,1,811,,46.43014073,
21,814,636,30,,Gam3Oct,,78.064,5.29,0.828,K1/K2III,1.049,10.551931,0.46238,-77.346312,Gam-3,,Oct,1,812,,40.62561982,
22,841,571,27,,22    And,,377.3585,5.01,-2.874,F2II,0.405,261.527194,11.785276,271.779391,,22,And,1,839,,1229.136173,
23,910,693,33,Gl 10,6    Cet,,18.7477,4.89,3.525,F5V,0.487,18.046958,0.887717,-5.000042,,6,Cet,1,908,,3.388441561,
24,930,720,34,,Kap2Scl,,243.309,5.41,-1.521,K2III,1.346,214.952607,10.864269,-113.475053,Kap-2,,Scl,1,928,,353.5086134,
25,950,739,35,GJ 3013,The Scl,,21.2766,5.24,3.6,F3/F5V,0.459,17.377471,0.890451,-12.244148,The,,Scl,1,948,,3.16227766,
26,1067,886,39,,88Gam Peg,Algenib,120.048,2.83,-2.567,B2IV,-0.19,115.664183,6.687324,31.442127,Gam,88,Peg,1,1065,,926.4031007,Gam
27,1086,905,41,,23    And,,34.904,5.71,2.996,F0IV,0.331,26.282289,1.551559,22.915172,,23,And,1,1084,,5.515691913,
28,1168,1013,45,,89Chi Peg,,112.8668,4.79,-0.473,M2III,1.572,105.704826,6.744268,38.98495,Chi,89,Peg,1,1166,,134.6480288,
29,1170,1038,48,,7    Cet,,137.1742,4.44,-1.246,M1III,1.64,129.488149,8.283,-44.507481,,7,Cet,1,1169,,274.4100418,AE
30,1196,1061,50,,35    Psc,,77.7605,6.02,1.566,F0IV,0.312,76.676686,5.019156,11.92437,,35,Psc,1,1194,,20.58732877,UU
31,1319,1227,59,,36    Psc,,125,6.12,0.635,G8II-III,0.919,123.386422,8.935011,17.915321,,36,Psc,1,1317,,48.52885002,
32,1366,1280,63,,24The And,,94.697,4.61,-0.272,A2V,0.059,73.717927,5.507828,59.184918,The,24,And,1,1363,,111.8922482,
33,1473,1404,68,,25Sig And,,41.3223,4.51,1.429,A2V,0.054,32.988623,2.643715,24.744457,Sig,25,And,1,1470,,23.35608247,
34,1475,1326,,Gl 15A,,Groombridge 34,3.5873,8.09,10.316,M1V,1.56,2.571275,0.20667,2.493057,,,And,1,1472,Gl  15,0.006510285,GX
35,1501,1438,70,,26    And,,202.8398,6.1,-0.436,B8V,-0.074,145.93616,11.935836,140.371588,,26,And,1,1498,,130.136763,
36,1547,1502,,,,Citadelle,159.2357,8.36,2.35,K0,0.92,153.922235,12.982322,38.670219,,,Psc,1,1544,,10,
37,1562,1522,74,,8Iot Cet,,84.1751,3.56,-1.066,K2III,1.214,82.880324,7.042663,-12.912353,Iot,8,Cet,1,1559,,232.4877102,
38,1599,1581,77,Gl 17,Zet Tuc,,8.5866,4.23,4.561,F9V,0.576,3.631914,0.318885,-7.774227,Zet,,Tuc,1,1595,,1.304968414,
39,1645,1635,80,,41    Psc,,125,5.38,-0.105,K3III,1.343,123.225843,11.104763,17.807629,,41,Psc,1,1641,,95.94006315,
40,1647,1685,83,,Pi  Tuc,,97.561,5.5,0.554,B9V,-0.046,33.829515,3.056494,-91.457047,Pi,,Tuc,1,1643,,52.28775553,
41,1686,1671,82,,27Rho And,,48.5437,5.16,1.729,F5III,0.442,38.106993,3.521856,29.865569,Rho,27,And,1,1682,,17.7174004,
42,1708,1737,84,,Iot Scl,,101.3171,5.18,0.152,K0III,1.006,88.239543,8.310005,-49.090933,Iot,,Scl,1,1704,,75.71815097,
43,1772,1796,86,,42    Psc,,153.8462,6.25,0.315,K3III,1.225,148.890825,14.61509,35.868965,,42,Psc,1,1768,,65.16283941,
44,1803,1835,88,Gl 17.3,9    Cet,,20.8638,6.39,4.793,G3V,0.659,20.290476,2.030904,-4.412393,,9,Cet,1,1799,,1.053901445,BE
45,1960,2011,93,,12    Cas,,215.0538,5.38,-1.283,B9III,0.008,100.927665,10.96058,189.582683,,12,Cas,1,1955,,283.9226239,
46,2006,2114,97,,44    Psc,,144.0922,5.77,-0.023,G5III,0.855,143.125834,15.92987,4.877167,,44,Psc,1,2000,,88.96107044,
47,2021,2151,98,Gl 19,Bet Hyi,,7.4588,2.82,3.457,G2IV,0.618,1.635267,0.184517,-7.275205,Bet,,Hyi,1,2016,,3.607447339,
48,2072,2262,100,Gl 20,Kap Phe,,23.8095,3.93,2.046,A7V,0.175,17.106924,1.964466,-16.443574,Kap,,Phe,1,2069,,13.23122333,
49,2081,2261,99,,Alp Phe,Ankaa,25.974,2.4,0.327,K0III...,1.083,19.083654,2.198282,-17.483284,Alp,,Phe,1,2076,,64.44659847,
50,2100,2273,101,,10    Cet,,138.3126,6.16,0.456,G8III,0.893,137.380141,16.031246,-0.119572,,10,Cet,1,2095,,57.22687092,
51,2210,2429,105,,Eta Scl,,138.5042,4.86,-0.847,M2/M3III,1.634,115.288699,14.119065,-75.449377,Eta,,Scl,1,2204,,190.0203003,Eta
52,2219,2411,103,,47    Psc,,162.0746,5.01,-1.039,M3IIIvar,1.584,153.081675,18.829007,49.79621,,47,Psc,1,2213,,226.7775192,TV
53,2224,2436,106,,48    Psc,,233.6449,6.05,-0.793,K5III,1.58,222.391169,27.51478,66.143898,,48,Psc,1,2218,,180.8006552,
54,2247,,,,,Felixvarela,35.7015,9.62,6.857,K5V,1.128,34.013301,4.262471,-9.976163,,,Cet,1,2241,,0.157470788,
55,2353,2637,117,,12    Cet,,173.913,5.72,-0.482,M0III,1.545,172.0102,22.675579,-12.00236,,12,Cet,1,2347,,135.7688064,
56,2355,2628,114,,28    And,,62.7746,5.2,1.211,A7III,0.271,54.029838,7.142605,31.151228,,28,And,1,2349,,28.54959817,GN
57,2472,2834,125,,Lam1Phe,,52.9661,4.76,1.14,A0V,0.018,34.558503,4.767165,-39.85461,Lam-1,,Phe,1,2466,,30.4789499,
58,2474,2729,121,,13    Cas,,233.1002,6.18,-0.658,B6V,-0.1,92.003789,12.693144,213.798617,,13,Cas,1,2468,,159.6614246,
59,2484,2884,126,,Bet1Tuc,,41.4079,4.36,1.275,B9V,-0.064,18.64771,2.582977,-36.881102,Bet-1,,Tuc,1,2478,,26.91534804,
60,2487,2885,127,,Bet2Tuc,,51.6529,4.53,0.965,A2V,0.147,23.255404,3.222589,-46.009047,Bet-2,,Tuc,1,2479,,35.80964371,
61,2505,2772,123,,14Lam Cas,,115.7407,4.74,-0.577,B8Vn,-0.098,66.52975,9.282854,94.252351,Lam,14,Cas,1,2499,,148.1835518,
62,2548,2913,132,,51    Psc,,80.9717,5.69,1.148,B9.5V,-0.014,79.574268,11.323808,9.805512,,51,Psc,1,2543,,30.25519804,
63,2568,2910,131,,52    Psc,,80,5.38,0.865,K0III,1.069,74.276339,10.634394,27.747369,,52,Psc,1,2562,,39.26449354,
64,2578,3003,136,GJ 9015A,Bet3Tuc,,45.5581,5.07,1.777,A0V,0.038,20.450292,2.940715,-40.603969,Bet-3,,Tuc,1,2572,GJ 9015,16.95118252,
65,2599,2905,130,,15Kap Cas,,100000,4.17,-15.83,B1Ia,0.13,45034.19186,6529.619087,89046.53634,Kap,15,Cas,1,2592,,187068214,Kap
66,2629,3112,139,,The Tuc,,130.039,6.11,0.54,A7IV,0.265,41.322307,6.063137,-123.149711,The,,Tuc,1,2623,,52.96634439,The
67,2707,3038,137,,16    Cas,,189.7533,6.47,0.079,B9III,-0.049,74.059894,11.205582,174.343992,,16,Cas,1,2701,,80.98414473,
68,2762,3196,142,Gl 23A,13    Cet,,21.254,5.2,3.563,F8V...,0.567,20.961944,3.249574,-1.331907,,13,Cet,1,2756,Gl  23,3.271899836,BU
69,2787,3229,143,,14    Cet,,54.4959,5.94,2.258,F5IV,0.444,53.839659,8.418363,-0.480897,,14,Cet,1,2781,,10.88428738,
70,2802,3302,147,GJ 3041,Lam2Phe,,34.8189,5.51,2.801,F6V,0.461,23.016158,3.613111,-25.875905,Lam-2,,Phe,1,2796,,6.60085207,
71,2903,3379,155,,53    Psc,,318.4713,5.89,-1.625,B2.5IV,-0.146,303.333338,49.113713,83.669867,,53,Psc,1,2897,,389.045145,AG
72,2912,3369,154,,29Pi  And,,183.4862,4.34,-1.978,B5V,-0.123,150.645938,24.453844,101.857872,Pi,29,And,1,2906,,538.517722,
73,2920,3360,153,,17Zet Cas,Fulu,181.8182,3.69,-2.608,B2IV,-0.196,105.743565,17.207892,146.901502,Zet,17,Cas,1,2914,,962.0552192,
74,3031,3546,163,,30Eps And,,50.226,4.34,0.835,G5III...,0.871,43.176578,7.332959,24.588338,Eps,30,And,1,3025,,40.3645393,
75,3092,3627,165,,31Del And,,32.352,3.27,0.72,K3III...,1.268,27.363473,4.742224,16.595166,Del,31,And,1,3086,,44.87453899,
76,3093,3651,166,Gl 27,54    Psc,,11.0595,5.88,5.661,K0V,0.85,10.155576,1.761632,4.008362,,54,Psc,1,3087,,0.473805393,
77,3138,3690,167,,55    Psc,,127.0648,5.36,-0.16,F3V...,1.16,116.482876,20.500398,46.442414,,55,Psc,1,3132,,100.9252886,
78,3179,3712,168,,18Alp Cas,Schedar,69.979,2.24,-1.985,K0II-IIIvar,1.17,37.984817,6.784483,58.379619,Alp,18,Cas,1,3172,,542.0008904,Alp
79,3231,3817,175,,32    And,,108.8139,5.3,0.117,G8III,0.891,82.664742,14.992827,69.15353,,32,And,1,3224,,78.19878404,
80,3245,3919,180,,Mu  Phe,,75.358,4.59,0.204,G8III,0.953,51.420268,9.373821,-54.285737,Mu,,Phe,1,3238,,72.17719497,
81,3277,3980,183,,Xi  Phe,,67.0241,5.72,1.589,Ap,0.131,36.379065,6.705245,-55.891371,Xi,,Phe,1,3271,,20.15579813,Xi
82,3300,3901,179,,19Xi  Cas,,438.5965,4.8,-3.41,B2.5V,-0.105,274.222888,50.904565,338.492753,Xi,19,Cas,1,3293,,2013.72425,
83,3330,4089,187,,Rho Tuc,,41.0341,5.38,2.314,F6V,0.515,16.745713,3.139387,-37.330055,Rho,,Tuc,1,3323,,10.33713052,
84,3356,4065,185,,Lam1Scl,,145.1379,6.05,0.241,B9.5V,-0.024,111.67562,21.058364,-90.278111,Lam-1,,Scl,1,3347,,69.75896043,
85,3405,4150,191,,Eta Phe,,75.5287,4.36,-0.031,A0IV,0.024,39.897951,7.638724,-63.674097,Eta,,Phe,1,3398,,89.61898069,
86,3414,4058,184,,20Pi  Cas,,53.6769,4.95,1.301,A5V,0.17,35.934654,6.898434,39.272564,Pi,20,Cas,1,3407,,26.27846541,Pi
87,3419,4128,188,Gl 31,16Bet Cet,Diphda,29.5334,2.04,-0.312,K0III,1.019,27.583638,5.310463,-9.119792,Bet,16,Cet,1,3413,,116.091387,
88,3455,4188,194,,17Phi1Cet,,71.6332,4.77,0.494,K0IIIvar,0.998,69.103848,13.491898,-13.188762,Phi-1,17,Cet,1,3448,,55.25861556,
89,3456,4211,195,,Lam2Scl,,103.8422,5.9,0.818,K1III,1.144,79.84779,15.593763,-64.532299,Lam-2,,Scl,1,3449,,41.00152405,
90,3479,4208,,GJ 9024,,Cocibolca,32.3729,7.78,5.229,G5V,0.664,28.425119,5.582477,-14.452867,,,Scl,1,3472,,0.705342414,
91,3504,4180,193,,22Omi Cas,,215.5172,4.48,-2.187,B5III,-0.069,140.690195,27.809754,160.874126,Omi,22,Cas,1,3496,,652.8298442,Omi
92,3559,4307,203,GJ 1020,18    Cet,,30.9981,6.15,3.693,G2V,0.603,29.624957,5.957047,-6.910183,,18,Cet,1,3551,,2.90268561,
93,3572,4161,192,,21    Cas,,93.0233,5.64,0.797,A2IV,0.078,23.618496,4.767825,89.848671,,21,Cas,1,3564,,41.8022829,YZ
94,3632,4408,211,,57    Psc,,238.0952,5.36,-1.524,M4III,1.559,224.74591,46.286311,63.530014,,57,Psc,1,3624,,354.4867445,EL
95,3675,4482,213,,58    Psc,,86.8056,5.51,0.817,G8II,0.987,83.135681,17.301446,18.009142,,58,Psc,1,3667,,41.03930525,
96,3685,4490,214,,59    Psc,,100.6036,6.11,1.097,F0Vn,0.27,92.781521,19.394526,33.712404,,59,Psc,1,3677,,31.71027439,XX
97,3693,4502,215,,34Zet And,Shimu,58.0046,4.08,0.263,K1II,1.1,51.755023,10.844894,23.839349,Zet,34,And,1,3685,,68.35967668,Zet
98,3697,4526,216,,60    Psc,,141.2429,5.98,0.23,G8III,0.941,137.278099,28.800101,16.579198,,60,Psc,1,3689,,70.4693069,
99,3721,4382,208,,23    Cas,,236.4066,5.42,-1.448,B8III,-0.066,60.456458,12.786343,228.187629,,23,Cas,1,3713,,330.5217169,
100,3730,4568,217,,61    Psc,,57.0451,6.51,2.729,F8V,0.521,52.122595,11.058513,20.373731,,61,Psc,1,3722,,7.053424143,
101,3760,4627,221,,62    Psc,,177.6199,5.92,-0.327,G8III,1.104,172.283739,36.848083,22.568981,,62,Psc,1,3752,,117.7063791,
102,3765,4628,222,Gl 33,,96 G. Psc,7.4549,5.74,6.378,K2V,0.89,7.258368,1.555495,0.686093,,,Psc,1,3759,,0.244793567,
103,3781,4815,236,,Lam Hyi,,64.9351,5.09,1.028,K5III,1.345,16.512027,3.554214,-62.699898,Lam,,Hyi,1,3773,,33.79091874,
104,3786,4656,224,,63Del Psc,,95.4198,4.44,-0.458,K5III,1.5,92.459279,19.940749,12.595285,Del,63,Psc,1,3778,,132.8005886,
105,3801,4636,223,,25Nu  Cas,,126.2626,4.9,-0.606,B9III,-0.091,77.715955,16.814743,98.08037,Nu,25,Cas,1,3793,,152.1948651,
106,3810,4676,225,Gl 34.1,64    Psc,,23.4522,5.07,3.219,F8V...,0.502,21.92421,4.758056,6.833532,,64,Psc,1,3802,,4.491588901,
107,3821,4614,219,Gl 34A,24Eta Cas,Achird,5.9531,3.46,4.586,G0V SB,0.587,3.098462,0.674227,5.038376,Eta,24,Cas,1,3814,Gl  34,1.275263706,Eta
108,3829,,,Gl 35,,Van Maanen's Star,4.2626,12.37,14.222,DG,0.554,4.146957,0.903519,0.400348,,,Psc,1,3820,,0.00017832,
109,3881,4727,226,,35Nu  And,,189.3939,4.53,-1.857,B5V SB,-0.136,139.406857,30.787155,124.45018,Nu,35,And,1,3871,,481.7259036,
110,3885,4757,230,,65    Psc,,88.574,5.55,0.813,F5III+...,0.398,76.565167,16.93417,41.187019,,65,Psc,1,3875,,41.19077849,
111,3909,4813,235,Gl 37,19Phi2Cet,,15.753,5.17,4.183,F7IV-V,0.514,15.113168,3.359263,-2.909778,Phi-2,19,Cet,1,3899,,1.848417195,
112,3949,4919,242,,Rho Phe,,74.239,5.24,0.887,F2III,0.356,45.595244,10.251595,-57.683939,Rho,,Phe,1,3939,,38.47689339,Rho
113,4084,5190,252,,Lam1Tuc,,63.2911,6.67,2.663,F7IV/V,0.518,21.584297,5.023683,-59.28472,Lam-1,,Tuc,1,4075,,7.495489498,
114,4147,5112,248,,20    Cet,,179.8561,4.78,-1.495,M0III,1.55,175.031944,41.221192,-3.591689,,20,Cet,1,4137,,345.1437393,
115,4257,5268,255,,21    Cet,,131.406,6.15,0.557,G5IV,0.911,126.25279,30.481502,-19.968818,,21,Cet,1,4247,,52.14347854,
116,4267,5267,254,,66    Psc,,108.1081,5.8,0.631,A1Vn,-0.016,99.219532,24.089496,35.532538,,66,Psc,1,4257,,48.70796665,
117,4288,5286,258,,36    And,,37.9795,5.46,2.562,K1IV,1.012,33.799462,8.265744,15.222273,,36,And,1,4278,,8.226213939,
118,4292,5234,253,,26Ups1Cas,,100.7049,4.83,-0.185,K2III,1.216,50.420166,12.338344,86.296046,Ups-1,26,Cas,1,4282,,103.2761406,
119,4293,5457,270,,Lam2Tuc,,68.0272,5.45,1.287,G7III,1.095,23.111518,5.655909,-63.730483,Lam-2,,Tuc,1,4283,,26.61950651,
120,4366,5382,262,,67    Psc,,77.7605,6.08,1.626,A5IV,0.133,67.103175,16.722974,35.555454,,67,Psc,1,4356,,19.48049553,
121,4371,5437,267,,22Phi3Cet,,168.9189,5.35,-0.788,K4III,1.505,160.738174,40.095029,-33.002182,Phi-3,22,Cet,1,4361,,179.9699517,
122,4422,5395,265,,28Ups2Cas,Castula,61.2745,4.62,0.684,G8III-IV,0.957,30.437701,7.68286,52.6216,Ups-2,28,Cas,1,4412,,46.38739668,
123,4427,5394,264,,27Gam Cas,Cih,168.3502,2.15,-3.981,B0IV:evar,-0.046,79.836717,20.168018,146.837047,Gam,27,Cas,1,4417,,3407.218617,Gam
124,4436,5448,269,,37Mu  And,,39.7772,3.86,0.862,A5V,0.13,30.180673,7.630372,24.761577,Mu,37,And,1,4426,,39.37313537,
125,4463,5516,271,,38Eta And,Kui,70.4225,4.4,0.161,G8III-IV,0.94,62.61915,15.963361,27.988017,Eta,38,And,1,4453,,75.09309425,
126,4510,5575,274,,68    Psc,,198.8072,5.44,-1.052,G6III,1.076,168.38599,43.418942,96.360017,,68,Psc,1,4500,,229.5091476,
127,4577,5737,280,,Alp Scl,,238.0952,4.3,-2.584,B7IIIp,-0.154,200.770598,52.489589,-116.727788,Alp,,Scl,1,4567,,941.0224835,Alp
128,4587,5722,279,,23Phi4Cet,,98.0392,5.62,0.663,G7III,0.949,92.972978,24.361145,-19.344545,Phi-4,23,Cet,1,4577,,47.29334149,
129,4770,6055,288,,Xi  Scl,,157.4803,5.59,-0.396,K1III,1.185,118.171698,32.386093,-98.926985,Xi,,Scl,1,4760,,125.4295892,
130,4829,6192,295,,Ome Phe,,120.6273,6.12,0.713,G8III,0.935,63.302589,17.564389,-101.169404,Ome,,Phe,1,4819,,45.16479049,
131,4852,6178,293,,Sig Scl,,71.2251,5.5,1.237,A1/A2IV,0.083,58.456761,16.332571,-37.270081,Sig,,Scl,1,4842,,27.8740452,Sig
132,4889,6118,291,,69Sig Psc,,132.9787,5.5,-0.119,B9.5V,-0.043,108.793748,30.58991,70.082353,Sig,69,Psc,1,4879,,97.18517029,
133,4903,6116,290,,39    And,,107.2961,5.95,0.797,A5m,0.161,77.536715,21.832696,70.879137,,39,And,1,4893,,41.8022829,
134,4906,6186,294,,71Eps Psc,,55.7414,4.27,0.539,K0III,0.952,53.144471,14.974142,7.651854,Eps,71,Psc,1,4896,,53.01515067,
135,4914,6203,296,,25    Cet,,102.2495,5.4,0.352,K0III-IV,1.106,98.055173,27.673943,-8.621115,,25,Cet,1,4904,,62.97961479,
136,4979,6288,301,,26    Cet,,60.1323,6.06,2.164,F1V,0.271,57.799684,16.523894,1.43438,,26,Cet,1,4970,,11.86861385,
137,5054,6434,,GJ 9037,,Nenque,41.3736,7.72,4.636,G3IV,0.613,30.667693,8.890809,-26.310407,,,Phe,1,5044,,1.217867385,
138,5074,6386,307,,73    Psc,,199.6008,6.03,-0.471,K5III,1.525,190.723312,55.48,19.672665,,73,Psc,1,5064,,134.4002263,
139,5081,6397,308,,72    Psc,,54.5852,5.64,1.955,F4II-III,0.42,50.625883,14.777494,14.078123,,72,Psc,1,5071,,14.38798578,
140,5121,6482,315,,27    Cet,,92.9368,6.09,1.249,K0III,1.012,87.805122,25.848577,-16.105294,,27,Cet,1,5111,,27.5676661,
141,5131,6456,310,,74Psi1Psc,,84.317,5.33,0.7,A1Vn,0.003,75.264054,22.18089,30.865551,Psi-1,74,Psc,1,5121,,45.70881896,
142,5132,6457,311,,74Psi1Psc,,85.9107,5.55,0.88,A0Vn,-0.048,76.689465,22.605555,31.438147,Psi-1,74,Psc,1,5122,,38.72576449,
143,5141,6479,313,,77    Psc,,40.6339,6.35,3.306,F4V...,0.383,38.826644,11.467903,3.476733,,77,Psc,1,5130,,4.145720318,
144,5144,6480,314,,77    Psc,,42.9553,7.26,4.095,F6V,0.484,41.042762,12.129628,3.67613,,77,Psc,1,5135,,2.004472027,
145,5165,6595,322,,Bet Phe,,100000,3.32,-16.68,G8IIIvar,0.885,65728.03719,19495.7741,-72799.31262,Bet,,Phe,1,5154,,409260659.7,
146,5164,6530,317,,28    Cet,,180.8318,5.58,-0.706,A1V,0.009,170.81587,50.667538,-30.901693,,28,Cet,1,5155,,166.8783511,
147,5204,6557,319,,75    Psc,,133.3333,6.14,0.515,G8III,0.962,124.497478,37.209234,29.893795,,75,Psc,1,5192,,54.20008904,
148,5268,6793,332,,Iot Tuc,,93.2836,5.36,0.511,G5III,0.884,42.22755,12.77158,-82.192076,Iot,,Tuc,1,5257,,54.40013782,Iot
149,5296,6706,329,,30    Cet,,47.1476,5.71,2.343,F7IV,0.446,44.445274,13.539556,-8.013286,,30,Cet,1,5285,,10.06468066,
150,5300,6767,331,,Ups Phe,,56.9476,5.21,1.433,A3V,0.159,40.806905,12.436518,-37.724964,Ups,,Phe,1,5289,,23.27019379,
151,5310,6695,328,,79Psi2Psc,,47.3037,5.56,2.186,A3V,0.121,42.308177,12.925365,16.750865,Psi-2,79,Psc,1,5299,,11.63054323,
152,5317,6658,324,,41    And,,58.9623,5.04,1.187,A3m,0.109,40.599499,12.415253,40.915823,,41,And,1,5306,,29.18770848,
153,5319,6680,327,,78    Psc,,41.3907,6.23,3.145,F5IV,0.398,33.562201,10.264583,21.941226,,78,Psc,1,5308,,4.808393484,
154,5336,6582,321,Gl 53A,30Mu  Cas,,7.554,5.17,5.779,G5Vp,0.704,4.149699,1.274102,6.181126,Mu,30,Cas,1,5325,Gl  53,0.425010833,
155,5346,6763,330,,80    Psc,,35.2113,5.51,2.777,F0III-IV,0.334,33.492635,10.298877,3.466496,,80,Psc,1,5335,,6.748387309,
156,5348,6882,338,,Zet Phe,Wurren,91.5751,3.94,-0.869,B6V + B0V,-0.12,49.896436,15.346501,-75.238648,Zet,,Phe,1,5337,,193.9099079,Zet
157,5364,6805,334,GJ 3075,31Eta Cet,,37.9939,3.46,0.561,K2III,1.161,35.733354,11.025427,-6.716585,Eta,31,Cet,1,5353,,51.9517283,
158,5434,6811,335,,42Phi And,,219.7802,4.26,-2.45,B7III,0.012,142.401313,44.559066,161.368161,Phi,42,And,1,5423,,831.7637711,
159,5447,6860,337,Gl 53.3,43Bet And,Mirach,60.5327,2.07,-1.84,M0IIIvar,1.576,46.946371,14.741814,35.255129,Bet,43,And,1,5436,,474.2419853,
160,5454,6903,339,,81Psi3Psc,,115.4734,5.57,0.258,G0III,0.697,103.735655,32.618191,38.846583,Psi-3,81,Psc,1,5443,,68.67521061,
161,5485,6976,346,,32    Cet,,118.624,6.4,1.029,K0III,1.029,111.738871,35.337891,-18.364886,,32,Cet,1,5474,,33.75981049,
162,5493,6920,340,,44    And,,52.2739,5.67,2.079,F8V,0.603,36.985639,11.716968,35.033206,,44,And,1,5482,,12.83512197,
163,5510,7014,347,,33    Cet,,235.2941,5.97,-0.888,K4III,1.491,224.026394,71.236677,10.040475,,33,Cet,1,5498,,197.333128,
164,5518,6829,336,,31    Cas,,84.8896,5.32,0.676,A0Vnn,-0.014,29.278984,9.323761,79.133143,,31,Cas,1,5506,,46.73045396,
165,5529,7199,,,,Emiw,35.2983,8.06,5.321,K0IV/V,0.849,13.576752,4.332049,-32.293578,,,Tuc,1,5517,,0.648037294,
166,5542,6961,343,,33The Cas,,40.95,4.34,1.279,A7Vvar,0.17,22.283015,7.143859,33.605678,The,33,Cas,1,5530,,26.81637067,
167,5544,7034,349,,82    Psc,,147.2754,5.15,-0.691,F0V,0.261,119.672435,38.372388,76.786175,,82,Psc,1,5532,,164.5886943,
168,5550,7019,348,,45    And,,242.1308,5.8,-1.12,B7III-IV,-0.095,182.356513,58.523074,148.150167,,45,And,1,5537,,244.3430553,
169,5571,7087,351,,84Chi Psc,,117.6471,4.66,-0.693,K0III,1.024,104.513869,33.683383,42.227416,Chi,84,Psc,1,5559,,164.8921573,
170,5586,7106,352,,83Tau Psc,,51.7598,4.51,0.94,K0III-IV...,1.092,42.613504,13.776233,25.950131,Tau,83,Psc,1,5574,,36.64375746,
171,5589,6972,345,,32    Cas,,119.0476,5.57,0.191,B9IV,-0.072,47.836454,15.471508,107.9103,,32,Cas,1,5577,,73.04659895,RU
172,5594,7147,353,,34    Cet,,171.8213,5.93,-0.245,K4III,1.403,163.349095,52.85884,-6.748903,,34,Cet,1,5582,,109.1440336,
173,5737,7344,361,,86Zet Psc,Revati,53.3049,5.21,1.576,A7IV,0.32,50.128801,16.707567,7.027196,Zet,86,Psc,1,5725,,20.398583,
174,5742,7318,360,,85Phi Psc,,136.7989,4.67,-1.01,K0III...,1.047,118.013398,39.343134,56.911417,Phi,85,Psc,1,5730,,220.8004733,
175,5743,7345,362,,86Zet Psc,Revati B,93.985,6.44,1.575,F7V,0.492,88.381439,29.46675,12.394783,Zet,86,Psc,1,5731,,20.41737945,
